縣市別代碼,編號,所屬單位,安裝地址,攝影方向,經度,緯度
10001,LAAA044-02,大同分局 寧夏路派出所,錦西街100號,西,121.52127809999999,25.0604096
10001,LAAA045-01,大同分局 寧夏路派出所,保安街1號,西,121.5145599,25.059418899999997
10001,LAAA046-01,大同分局 寧夏路派出所,寧夏路131-1號,北,121.5144979,25.0607497
10001,LAAA047-01,大同分局 寧夏路派出所,民權西路118巷14號,北,121.51685189999999,25.062570599999997
10001,LAAA048-01,大同分局 寧夏路派出所,民權西路136號,北,121.51602960000001,25.062675199999997
10001,LAAA049-01,大同分局 寧夏路派出所,重慶北路2段與民權西路,北,121.51363080000002,25.0629329
10001,LAAA050-01,大同分局 寧夏路派出所,涼州街1-20號,西,121.5157933,25.060976699999998
10001,LAAA051-01,大同分局 寧夏路派出所,民權西路184巷59-1號,西,121.512979,25.062806199999997
10001,LAAA051-02,大同分局 寧夏路派出所,民權西路184巷59-1號,西北,121.514897,25.06101
10001,LAAA052-01,大同分局 寧夏路派出所,錦西街65巷38號,東南,121.51533200000002,25.060342
10001,LAAA053-01,大同分局 寧夏路派出所,蘭州街44號,北,121.5156167,25.0660194
10001,LAAA054-01,大同分局 寧夏路派出所,民權西路160巷34號,南,121.51583420000001,25.061088299999998
10001,LAAA055-01,大同分局 寧夏路派出所,承德路2段與民權西路,東,121.51822000000001,25.0628392
10001,LAAA056-01,大同分局 寧夏路派出所,蘭州街1號,東,121.51422070000001,25.061613599999998
10001,LAAA057-01,大同分局 寧夏路派出所,民權西路118巷15弄7號,北,121.51752499999998,25.062258399999997
10001,LAAA058-01,大同分局 寧夏路派出所,蘭州街1號,北,121.51422070000001,25.061613599999998
10001,LAAA059-01,大同分局 寧夏路派出所,承德路2段156號,北,121.5193002,25.055698
10001,LAAA059-02,大同分局 寧夏路派出所,承德路2段156號,北,121.5180225,25.060398199999998
10001,LAAA060-01,大同分局 寧夏路派出所,民權西路102巷與4弄,東,121.5170249,25.0616673
10001,LAAA061-01,大同分局 寧夏路派出所,錦西街85之1號,西南,121.51521009999999,25.0597732
10001,LAAA062-01,大同分局 寧夏路派出所,錦西街59巷40號,南,121.52229620000001,25.0602547
10001,LAAA063-01,大同分局 寧夏路派出所,民權西路144巷10弄2號,東,121.5156972,25.062159299999998
10001,LAAA064-01,大同分局 寧夏路派出所,民權西路96巷19號,東南,121.5191947,25.062289200000002
10001,LAAA065-01,大同分局 寧夏路派出所,民權西路184巷9號,東,121.5146708,25.0625103
10001,LAAA066-01,大同分局 寧夏路派出所,承德路3段76號,東南,121.5184872,25.0725126
10001,LAAA067-01,大同分局 寧夏路派出所,民權西路94巷2號,南,121.5216788,25.0625283
10001,LAAA067-02,大同分局 寧夏路派出所,承德路2段132號,北,121.51801630000001,25.0592044
10001,LAAA068-01,大同分局 寧夏路派出所,承德路2段民權西路102巷33弄,南,121.51805180000001,25.061682200000003
10001,LAAA069-01,大同分局 寧夏路派出所,民權西路102巷與4弄,北,121.5170249,25.0616673
10001,LAAA070-01,大同分局 寧夏路派出所,承德路2段與錦西街,北,121.51803509999999,25.0613641
10001,LAAA071-01,大同分局 寧夏路派出所,重慶北路2段207號,北,121.5137348,25.0606726
10001,LAAA074-01,大同分局 寧夏路派出所,承德路２段與民權西路,東,121.51822000000001,25.0628392
10001,LAAA076-01,大同分局 寧夏路派出所,民權西路102巷27號,北,121.51775529999999,25.0618618
10001,LAAA077-01,大同分局 寧夏路派出所,民權西路136號,東,121.51602960000001,25.062675199999997
10001,LAAA078-01,大同分局 寧夏路派出所,民權西路160巷28號,南,121.515829,25.061015899999997
10001,LAAA079-01,大同分局 寧夏路派出所,民權西路133巷20號,南,121.5169964,25.0633636
10001,LAAA080-01,大同分局 寧夏路派出所,昌吉街130號,南,121.51418500000001,25.0658131
10001,LAAA081-01,大同分局 寧夏路派出所,昌吉街110巷2號,南,121.51469519999998,25.0656762
10001,LAAA082-01,大同分局 寧夏路派出所,承德路3段51巷23號,北,121.5189483,25.065751799999997
10001,LAAA082-02,大同分局 寧夏路派出所,承德路3段51巷23號,南,121.5189483,25.065751799999997
10001,LAAA083-01,大同分局 寧夏路派出所,台北橋上橋處-西往東/東往西,西,121.5110673,25.0628036
10001,LAAA083-02,大同分局 寧夏路派出所,台北橋上橋處-西往東/東往西,東,121.50041900000001,25.062991999999998
10001,LAAA084-01,大同分局 寧夏路派出所,大龍街54號,北,121.5159802,25.064996999999998
10001,LAAA085-01,大同分局 寧夏路派出所,北市大同區民權西路139號,西,121.516414,25.062749
10001,LAAA086-01,大同分局 寧夏路派出所,承德路3段51巷20號,北,121.5188302,25.0640109
10001,LAAA086-02,大同分局 寧夏路派出所,承德路3段51巷20號,南,121.5188302,25.0640109
10001,LAAA087-01,大同分局 寧夏路派出所,承德路3段8巷2號,東,121.5166517,25.0637714
10001,LAAA088-01,大同分局 寧夏路派出所,蘭州街47-2號,北,121.5150355,25.0639894
10001,LAAA089-01,大同分局 寧夏路派出所,大龍街19號,東,121.5161048,25.0635653
10001,LAAA090-01,大同分局 寧夏路派出所,重慶北路3段25巷,東,121.5145233,25.0646823
10001,LAAA091-01,大同分局 寧夏路派出所,撫順街36-1號,西,121.51903199999998,25.063218
10001,LAAA092-01,大同分局 寧夏路派出所,蘭州街89巷11號,西,121.51588829999999,25.064191599999997
10001,LAAA092-02,大同分局 寧夏路派出所,蘭州街89巷11號,北,121.51588829999999,25.064191599999997
10001,LAAA093-01,大同分局 寧夏路派出所,承德路3段22號,西,121.5180983,25.064145699999997
10001,LAAA095-01,大同分局 寧夏路派出所,承德路3段2號,南,121.51806610000001,25.0632664
10001,LAAA096-01,大同分局 寧夏路派出所,蘭州街126號,北,121.51562120000001,25.0656833
10001,LAAA097-01,大同分局 寧夏路派出所,蘭州街70號,北,121.51525,25.0645511
10001,LAAA098-01,大同分局 寧夏路派出所,昌吉街100號,東,121.5150297,25.065803199999998
10001,LAAA099-01,大同分局 寧夏路派出所,昌吉街53號,南,121.51610889999998,25.0659957
10001,LAAA100-01,大同分局 寧夏路派出所,昌吉街10號,東,121.51760179999998,25.065747899999998
10001,LAAA101-01,大同分局 寧夏路派出所,民權西路133巷9號,西,121.5171285,25.0634457
10001,LAAA102-01,大同分局 寧夏路派出所,承德路3段30號,西,121.518063,25.064419599999997
10001,LAAA102-02,大同分局 寧夏路派出所,承德路3段30號,北,121.518063,25.064419599999997
10001,LAAA103-01,大同分局 寧夏路派出所,承德路3段53號,北,121.51808170000001,25.0650183
10001,LAAA104-01,大同分局 寧夏路派出所,民權西路217號,西,121.51489310000001,25.063155500000004
10001,LAAA106-01,大同分局 寧夏路派出所,昌吉街72號,東,121.51584439999999,25.0657981
10001,LAAA108-01,大同分局 寧夏路派出所,大龍街14號,北,121.515895,25.0635065
10001,LAAB001-01,大同分局 民族路派出所,迪化街2段246號,南,121.50919320000001,25.0627607
10001,LAAB002-01,大同分局 民族路派出所,環河北路2段213巷2號,東,121.51013320000001,25.069596999999998
10001,LAAB003-01,大同分局 民族路派出所,民族西路305號,北,121.51237449999999,25.0698777
10001,LAAB004-01,大同分局 民族路派出所,環河北路2段207號,北,121.5040422,25.088050799999998
10001,LAAB005-01,大同分局 民族路派出所,重慶北路3段252巷3號,西,121.5135732,25.0712123
10001,LAAB006-01,大同分局 民族路派出所,延平北路4段102巷1號,西,121.51076649999999,25.071747199999997
10001,LAAB007-01,大同分局 民族路派出所,環河北路2段223巷4號,北,121.5097713,25.0699395
10001,LAAB008-01,大同分局 民族路派出所,重慶北路3段236巷45弄21號,西,121.5123869,25.0712485
10001,LAAB009-01,大同分局 民族路派出所,環河北路二段237巷1號,東,121.50910680000001,25.065482199999998
10001,LAAB010-01,大同分局 民族路派出所,環河北路2段235巷1號,東,121.50985019999999,25.069605
10001,LAAB011-01,大同分局 民族路派出所,延平北路4段93號,東,121.51101659999998,25.070731499999997
10001,LAAB012-01,大同分局 民族路派出所,迪化街2段252-2號,北,121.5114478,25.069866899999997
10001,LAAB013-01,大同分局 民族路派出所,延平北路4段與酒泉街,西,121.51091590000001,25.0721073
10001,LAAB014-01,大同分局 民族路派出所,延平北路4段50號,西,121.5107386,25.070240100000003
10001,LAAB015-01,大同分局 民族路派出所,環河北路2段221號,東,121.509467,25.0700075
10001,LAAB017-01,大同分局 民族路派出所,重慶北路3段236巷49號,東,121.51222920000001,25.0704995
10001,LAAB019-01,大同分局 民族路派出所,酒泉街116號,東,121.5131459,25.0719794
10001,LAAB020-01,大同分局 民族路派出所,迪化街2段310號,南,121.512277,25.071927
10001,LAAB024-01,大同分局 民族路派出所,迪化街2段244號,東,121.51120619999998,25.0694116
10001,LAAB025-01,大同分局 民族路派出所,迪化街2段296巷298號,北,121.5116065,25.071415899999998
10001,LAAB026-01,大同分局 民族路派出所,民族西路252巷3號,南,121.51163720000001,25.068793799999998
10001,LAAB027-01,大同分局 民族路派出所,承德路3段99巷1號,東,121.51868479999999,25.0664362
10001,LAAB028-01,大同分局 民族路派出所,民族西路221巷7號,北,121.51237449999999,25.0698777
10001,LAAB030-01,大同分局 民族路派出所,承德路3段與民族西路,南,121.5184725,25.0685374
10001,LAAB031-01,大同分局 民族路派出所,延平北路3段111號,東,121.5110608,25.0681948
10001,LAAB032-01,大同分局 民族路派出所,民族西路264號,東,121.51201799999998,25.0684976
10001,LAAB034-01,大同分局 民族路派出所,民族西路231號,北,121.5120676,25.068788200000004
10001,LAAB035-01,大同分局 民族路派出所,延平北路3段83號,北,121.51123999999999,25.067169999999997
10001,LAAB036-01,大同分局 民族路派出所,重慶北路3段238號,西,121.5135651,25.0706043
10001,LAAB037-01,大同分局 民族路派出所,重慶北路3段120巷27號,東,121.5127435,25.0673079
10001,LAAB038-01,大同分局 民族路派出所,重慶北路3段136巷1號,西,121.513288,25.067788999999998
10001,LAAB039-01,大同分局 民族路派出所,重慶北路3段152巷1號,西,121.51324020000001,25.0681728
10001,LAAB040-01,大同分局 民族路派出所,重慶北路3段120巷45號,北,121.51237230000001,25.0672882
10001,LAAB041-01,大同分局 民族路派出所,昌吉街164號,西,121.51271199999998,25.0658654
10001,LAAB042-01,大同分局 民族路派出所,重慶北路3段120巷27號,西,121.5127435,25.0673079
10001,LAAB043-01,大同分局 民族路派出所,重慶北路3段180號,南,121.5135483,25.069119099999998
10001,LAAB044-01,大同分局 民族路派出所,重慶北路3段236巷44-2號,南,121.51222920000001,25.0704995
10001,LAAB045-01,大同分局 民族路派出所,延平北路3段99巷3弄5號,東,121.511293,25.067828
10001,LAAB046-01,大同分局 民族路派出所,民族西路182巷1號,南,121.51494389999998,25.068261
10001,LAAB048-01,大同分局 民族路派出所,昌吉街61巷33號,南,121.5148761,25.0668416
10001,LAAB049-01,大同分局 民族路派出所,重慶北路3段111號,東,121.51396659999999,25.0671456
10001,LAAB050-01,大同分局 民族路派出所,重慶北路3段137巷9號,東,121.51419790000001,25.0680975
10001,LAAB051-01,大同分局 民族路派出所,昌吉街61巷33號,東,121.5148761,25.0668416
10001,LAAB052-01,大同分局 民族路派出所,昌吉街81巷1號,北,121.5143378,25.0661992
10001,LAAB053-01,大同分局 民族路派出所,重慶北路3段137巷56號,西,121.51391599999998,25.0656938
10001,LAAB054-01,大同分局 民族路派出所,昌吉街81巷27弄1號,東,121.514331,25.0669662
10001,LAAB055-01,大同分局 民族路派出所,昌吉街61巷9弄2號,東,121.51505900000001,25.066565999999998
10001,LAAB056-01,大同分局 民族路派出所,大龍街163號,南,121.51596459999998,25.0682103
10001,LAAB057-01,大同分局 民族路派出所,重慶北路3段113巷30弄28號,東,121.5134147,25.0468814
10001,LAAB058-01,大同分局 民族路派出所,昌吉街100號,西,121.5150297,25.065803199999998
10001,LAAB059-01,大同分局 民族路派出所,昌吉街55號,北,121.51563709999999,25.0660146
10001,LAAB060-01,大同分局 民族路派出所,大龍街136號,西,121.5158333,25.0674304
10001,LAAB062-01,大同分局 民族路派出所,民族西路210號,東,121.5140196,25.0684968
10001,LAAB063-01,大同分局 民族路派出所,重慶北路3段137巷6弄8號,北,121.5142188,25.0675639
10001,LAAB066-01,大同分局 民族路派出所,昌吉街33巷25號,南,121.5173289,25.066654
10001,LAAB067-01,大同分局 民族路派出所,民族西路32巷34號,南,121.5194653,25.0679698
10001,LAAB068-01,大同分局 民族路派出所,承德路3段85巷11號,北,121.5190762,25.0661113
10001,LAAB069-01,大同分局 民族路派出所,重慶北路3段113巷66號,東,121.51348599999999,25.0681566
10001,LAAB070-01,大同分局 民族路派出所,民族西路76巷,南,121.5177437,25.068053
10001,LAAB071-01,大同分局 民族路派出所,承德路3段133號,東,121.51865579999998,25.0675022
10001,LAAB072-01,大同分局 民族路派出所,承德路3段87號,東,121.5186049,25.066148899999998
10001,LAAB073-01,大同分局 民族路派出所,昌吉街35號,東北,121.5167071,25.0659857
10001,LAAB074-01,大同分局 民族路派出所,承德路3段110號,東,121.51810249999998,25.0669194
10001,LAAB075-01,大同分局 民族路派出所,承德路3段88號,西,121.51811110000001,25.0662554
10001,LAAB077-01,大同分局 民族路派出所,承德路3段145號,東,121.5186903,25.067772899999998
10001,LAAB078-01,大同分局 民族路派出所,承德路3段159巷25號,西,121.51940959999999,25.068150799999998
10001,LAAB079-01,大同分局 民族路派出所,承德路3段113巷1號,東,121.51879289999998,25.066941
10001,LAAB080-01,大同分局 民族路派出所,大龍街159巷16號,西,121.51648530000001,25.0679884
10001,LAAB081-01,大同分局 民族路派出所,大龍街85巷8號,東,121.51632199999999,25.0663695
10001,LAAB083-01,大同分局 民族路派出所,承德路3段120號,西,121.5181697,25.0671893
10001,LAAB085-01,大同分局 民族路派出所,大龍街91巷19號,東,121.51715159999999,25.067350599999997
10001,LAAB086-01,大同分局 民族路派出所,民族西路134號,東,121.51631970000001,25.068442100000002
10001,LAAB087-01,大同分局 民族路派出所,大龍街89巷1號,東,121.516636,25.0667685
10001,LAAB089-01,大同分局 民族路派出所,重慶北路3段236巷45弄2號,北,121.51212480000001,25.0708469
10001,LAAC001-01,大同分局 重慶北路派出所,承德路3段214巷2號,西,121.5176891,25.071416
10001,LAAC002-01,大同分局 重慶北路派出所,大龍街215巷15號,北,121.51646579999999,25.0705712
10001,LAAC003-01,大同分局 重慶北路派出所,北市大同區承德路3段208巷17號,東,121.51737340000001,25.070605699999998
10001,LAAC004-01,大同分局 重慶北路派出所,大龍街223號,北,121.51596090000001,25.071758
10001,LAAC005-01,大同分局 重慶北路派出所,承德路3段193號,東,121.51870040000001,25.069567600000003
10001,LAAC009-01,大同分局 重慶北路派出所,民族西路73號,西,121.51817860000001,25.0687119
10001,LAAC010-01,大同分局 重慶北路派出所,酒泉街12號,東,121.51968690000001,25.0705879
10001,LAAC011-01,大同分局 重慶北路派出所,承德路3段176巷14號,北,121.49769269999999,25.0349999
10001,LAAC013-01,大同分局 重慶北路派出所,民族西路31巷8號,南,121.51964399999999,25.0696829
10001,LAAC014-01,大同分局 重慶北路派出所,酒泉街50號,東南,121.5164837,25.071766399999998
10001,LAAC015-01,大同分局 重慶北路派出所,重慶北路3段205巷30號,西,121.5148448,25.06995
10001,LAAC017-01,大同分局 重慶北路派出所,酒泉街10巷1號,南,121.51973780000002,25.070480399999997
10001,LAAC017-02,大同分局 重慶北路派出所,酒泉街10巷1號,北,121.5196847,25.069958000000003
10001,LAAC018-01,大同分局 重慶北路派出所,承德路3段210號,西,121.51820909999999,25.0693271
10001,LAAC019-01,大同分局 重慶北路派出所,重慶北路3段221號,東,121.5134688,25.068267700000003
10001,LAAC020-01,大同分局 重慶北路派出所,大龍街181號,北,121.5160041,25.068979
10001,LAAC021-01,大同分局 重慶北路派出所,重慶北路3段205巷32號,東,121.51347639999999,25.069104
10001,LAAC022-01,大同分局 重慶北路派出所,重慶北路3段241號,東,121.51347570000001,25.066361500000003
10001,LAAC023-01,大同分局 重慶北路派出所,民族西路169巷17號,南,121.5154453,25.0694135
10001,LAAC025-01,大同分局 重慶北路派出所,北市大同區承德路3段216號,南,121.5181839,25.0716115
10001,LAAC026-01,大同分局 重慶北路派出所,大龍街187巷4號,東,121.51663409999999,25.069074
10001,LAAC027-01,大同分局 重慶北路派出所,民族西路187巷31號,南,121.5147476,25.068979199999998
10001,LAAC028-01,大同分局 重慶北路派出所,民族西路200號,北,121.51434479999999,25.068480899999997
10001,LAAC029-01,大同分局 重慶北路派出所,北市大同區重慶北路3段269號,東,121.51391599999998,25.0656938
10001,LAAC030-01,大同分局 重慶北路派出所,承德路3段與酒泉街照路,西,121.51098549999999,25.0719344
10001,LAAC031-01,大同分局 重慶北路派出所,重慶北路3段165號,西南,121.51397680000001,25.068807099999997
10001,LAAC032-01,大同分局 重慶北路派出所,民族西路163號,東,121.51311919999999,25.054094499999998
10001,LAAC033-01,大同分局 重慶北路派出所,酒泉街54-1號,西,121.51598930000002,25.0718845
10001,LAAC034-01,大同分局 重慶北路派出所,承德路3段223號,北,121.51880709999999,25.07013
10001,LAAC035-01,大同分局 重慶北路派出所,民族西路31巷18號,西,121.51953890000001,25.0691642
10001,LAAC036-01,大同分局 重慶北路派出所,庫倫街13巷4弄3號,東,121.5179094,25.0722907
10001,LAAC037-01,大同分局 重慶北路派出所,重慶北路3段320號,西,121.51255549999999,25.074864899999998
10001,LAAC037-02,大同分局 重慶北路派出所,重慶北路3段320號,東,121.51255549999999,25.074864899999998
10001,LAAC038-01,大同分局 重慶北路派出所,重慶北路3段310號,北,121.5135805,25.0739789
10001,LAAC039-01,大同分局 重慶北路派出所,延平北路290號,西,121.51090599999999,25.066399999999998
10001,LAAC040-01,大同分局 重慶北路派出所,敦煌路175巷,北,121.5110833,25.0770133
10001,LAAC041-01,大同分局 重慶北路派出所,延平北路4段197號,北,121.5116611,25.074033
10001,LAAC042-01,大同分局 重慶北路派出所,重慶北路3段312巷28號,南,121.51527999999999,25.071323000000003
10001,LAAC043-01,大同分局 重慶北路派出所,環河北路2段377號,北,121.50919669999999,25.077416
10001,LAAC044-01,大同分局 重慶北路派出所,酒泉街與環河北路路,東,121.51338100000001,25.072022999999998
10001,LAAC045-01,大同分局 重慶北路派出所,延平北路4段157號,北,121.51137039999999,25.0730776
10001,LAAC046-01,大同分局 重慶北路派出所,酒泉街150號,東,121.5121347,25.071980099999998
10001,LAAC047-01,大同分局 重慶北路派出所,重慶北路3段282號,南,121.51358959999997,25.0730665
10001,LAAC048-01,大同分局 重慶北路派出所,敦煌路131號,東,121.5125968,25.0766548
10001,LAAC049-01,大同分局 重慶北路派出所,敦煌路167號,西,121.5170848,25.0756949
10001,LAAC050-01,大同分局 重慶北路派出所,迪化路2段265號,北,121.51000389999999,25.0544345
10001,LAAC051-01,大同分局 重慶北路派出所,重慶北路3段336號,西,121.5136726,25.0759868
10001,LAAC052-01,大同分局 重慶北路派出所,延平北路4段282巷26號,東,121.5111865,25.076917599999998
10001,LAAC053-01,大同分局 重慶北路派出所,迪化街301號,西,121.50931140000002,25.0619673
10001,LAAC055-01,大同分局 重慶北路派出所,迪化街2段303號,南,121.50978149999999,25.067055300000003
10001,LAAC056-01,大同分局 重慶北路派出所,哈密街168號,東,121.51280649999998,25.072802799999998
10001,LAAC057-01,大同分局 重慶北路派出所,敦煌路與延平北路,東,121.50843540000001,25.0765574
10001,LAAC058-01,大同分局 重慶北路派出所,延平北路4段179巷2號,東,121.51166999999998,25.073520499999997
10001,LAAC059-01,大同分局 重慶北路派出所,環河北路2段與敦煌路,東,121.50879169999999,25.0752986
10001,LAAC060-01,大同分局 重慶北路派出所,延平北路5段1巷,南,121.51023400000001,25.0790704
10001,LAAC061-01,大同分局 重慶北路派出所,環河北路2段與敦煌路,北,121.50879169999999,25.0752986
10001,LAAC062-01,大同分局 重慶北路派出所,延平北路4段243號,北,121.51209739999999,25.0762932
10001,LAAC063-01,大同分局 重慶北路派出所,迪化街2段362號,西,121.50919320000001,25.0627607
10001,LAAC065-01,大同分局 重慶北路派出所,迪化街2段348號,西,121.51263990000001,25.0726963
10001,LAAC066-01,大同分局 重慶北路派出所,延平北路4段155號,東,121.5113236,25.0728634
10001,LAAC067-01,大同分局 重慶北路派出所,酒泉街183號,西,121.51232130000001,25.0722094
10001,LAAC068-01,大同分局 重慶北路派出所,延平北路四段,南,121.51078120000001,25.0691307
10001,LAAC069-01,大同分局 重慶北路派出所,敦煌路177號,東,121.51071250000001,25.0767013
10001,LAAC070-01,大同分局 重慶北路派出所,延平北路4段253號,北,121.5122864,25.076928499999998
10001,LAAC072-01,大同分局 重慶北路派出所,環河北路二段,南,121.5029469,25.0744288
10001,LAAC073-01,大同分局 重慶北路派出所,酒泉街258號,西,121.51356279999999,25.071427699999997
10001,LAAC075-01,大同分局 重慶北路派出所,承德路3段295號,北,121.52045629999999,25.0754155
10001,LAAC077-01,大同分局 重慶北路派出所,承德路3段247巷26號,西,121.51968000000001,25.071023999999998
10001,LAAC078-01,大同分局 重慶北路派出所,敦煌路80巷3號,北,121.51747420000001,25.0748879
10001,LAAC079-01,大同分局 重慶北路派出所,哈密街59巷65號,北,121.51551429999999,25.0759941
10001,LAAC080-01,大同分局 重慶北路派出所,敦煌路148號,東,121.51468789999998,25.0763441
10001,LAAC081-01,大同分局 重慶北路派出所,哈密街59巷56弄22號,西,121.5151116,25.0752779
10001,LAAC083-01,大同分局 重慶北路派出所,哈密街59巷38弄50號,北,121.514619,25.0750589
10001,LAAC084-01,大同分局 重慶北路派出所,哈密街23巷19號,東,121.5178557,25.0746295
10001,LAAC085-01,大同分局 重慶北路派出所,承德路與敦煌路,東,121.50843540000001,25.0765574
10001,LAAC086-01,大同分局 重慶北路派出所,哈密街59巷21號,北,121.515837,25.0747685
10001,LAAC087-01,大同分局 重慶北路派出所,哈密街59巷31弄1號,東,121.51594639999999,25.0750516
10001,LAAC088-01,大同分局 重慶北路派出所,承德路3段312號,南,121.5197194,25.074730199999998
10001,LAAC089-01,大同分局 重慶北路派出所,承德路3段301巷20號,西,121.5212216,25.075783899999998
10001,LAAC090-01,大同分局 重慶北路派出所,哈密街20巷2號,北,121.51911559999999,25.0740096
10001,LAAC091-01,大同分局 重慶北路派出所,敦煌路臨21巷敦煌路27號,北,121.51733569999998,25.076803700000003
10001,LAAC092-01,大同分局 重慶北路派出所,重慶北路3段333號,北,121.51411499999999,25.074469
10001,LAAC093-01,大同分局 重慶北路派出所,重慶北路3段337號,東,121.5139229,25.074672
10001,LAAC094-01,大同分局 重慶北路派出所,承德路3段299巷19號,西,121.5195807,25.074416
10001,LAAC095-01,大同分局 重慶北路派出所,哈密街59巷38弄50號,東,121.51440290000001,25.0749843
10001,LAAC096-01,大同分局 重慶北路派出所,哈密街59巷91號,東,121.51582079999999,25.0760927
10001,LAAC097-01,大同分局 重慶北路派出所,敦煌路71號,南,121.51567700000001,25.076534799999997
10001,LAAC098-01,大同分局 重慶北路派出所,重慶北路3段383巷,東,121.5143476,25.076001599999998
10001,LAAC099-01,大同分局 重慶北路派出所,敦煌路24巷2弄30號,東,121.51819139999999,25.075165499999997
10001,LAAC100-01,大同分局 重慶北路派出所,承德路3段,東,121.51811110000001,25.0662554
10001,LAAC101-01,大同分局 重慶北路派出所,敦煌路72號,南,,
10001,LAAC103-01,大同分局 重慶北路派出所,酒泉街10巷19號,西,121.5197405,25.070239700000002
